filename,split
mz_103.168-14d18.jpg,train
mz_248.841-14d6.jpg,train
mz_144.98-14d18.jpg,train
mz_103.289-14d6.jpg,train
mz_100.98-14d15.jpg,train
mz_823.147-14d12.jpg,train
mz_262.029-14d6.jpg,train
mz_147.046-14d9.jpg,train
mz_167.101-14d15.jpg,train
mz_236.99-14d6.jpg,train
mz_276.979-14d6.jpg,train
mz_114.958-14d18.jpg,train
mz_113.256-14d6.jpg,train
mz_234.985-14d6.jpg,train
mz_231.946-14d18.jpg,train
mz_255.222-14d9.jpg,train
mz_234.012-14d6.jpg,train
mz_126.93-14d9.jpg,train
mz_284.029-14d12.jpg,train
mz_180.957-14d15.jpg,train
mz_199.007-14d6.jpg,train
mz_231.034-14d18.jpg,train
mz_292.962-14d12.jpg,train
mz_293.995-14d12.jpg,train
mz_249.996-14d18.jpg,train
mz_329.001-14d18.jpg,train
mz_175.974-14d12.jpg,train
mz_96.969-14d6.jpg,train
mz_159.99-14d9.jpg,train
mz_273.029-14d12.jpg,train
mz_232.067-14d18.jpg,train
mz_296.001-14d18.jpg,train
mz_151.969-14d6.jpg,train
mz_279.167-14d12.jpg,train
mz_126.869-14d6.jpg,train
mz_165.035-14d18.jpg,train
mz_197.062-14d18.jpg,train
mz_256.134-14d12.jpg,train
mz_577.077-14d12.jpg,train
mz_216.935-14d6.jpg,train
mz_190.985-14d6.jpg,train
mz_172.084-14d15.jpg,train
mz_113.074-14d12.jpg,train
mz_273.029-14d9.jpg,train
mz_125.046-14d15.jpg,train
mz_291.017-14d18.jpg,train
mz_171.294-14d12.jpg,train
mz_174.029-14d9.jpg,train
mz_115.018-14d6.jpg,train
mz_182.963-14d12.jpg,train
mz_166.007-14d12.jpg,train
mz_87.002-14d6.jpg,train
mz_118.969-14d15.jpg,train
mz_662.22-14d12.jpg,train
mz_124.985-14d9.jpg,train
mz_249.023-14d6.jpg,train
mz_208.974-14d9.jpg,train
mz_197.062-14d6.jpg,train
mz_173.178-14d6.jpg,train
mz_157.985-14d18.jpg,train
mz_236.99-14d9.jpg,train
mz_157.013-14d15.jpg,train
mz_83.963-14d6.jpg,train
mz_236.99-14d15.jpg,train
mz_204.963-14d12.jpg,train
mz_235.957-14d15.jpg,train
mz_188.007-14d15.jpg,train
mz_146.985-14d12.jpg,train
mz_196.941-14d9.jpg,train
mz_145.101-14d15.jpg,train
mz_159.018-14d15.jpg,train
mz_140.969-14d12.jpg,train
mz_140.969-14d6.jpg,train
mz_199.068-14d9.jpg,train
mz_203.018-14d18.jpg,train
mz_87.063-14d15.jpg,train
mz_149.963-14d6.jpg,train
mz_740.131-14d9.jpg,train
mz_606.126-14d15.jpg,train
mz_176.035-14d9.jpg,train
mz_221.007-14d9.jpg,train
mz_102.985-14d18.jpg,train
mz_247.99-14d15.jpg,train
mz_169.046-14d15.jpg,train
mz_247.018-14d15.jpg,train
mz_172.996-14d18.jpg,train
mz_242.946-14d15.jpg,train
mz_161.024-14d9.jpg,train
mz_183.084-14d12.jpg,train
mz_216.996-14d6.jpg,train
mz_262.029-14d18.jpg,train
mz_187.035-14d6.jpg,train
mz_823.208-14d9.jpg,train
mz_113.985-14d15.jpg,train
mz_135.013-14d12.jpg,train
mz_181.018-14d18.jpg,train
mz_232.007-14d9.jpg,train
mz_98.974-14d15.jpg,train
mz_264.034-14d6.jpg,train
mz_133.007-14d18.jpg,train
mz_251.029-14d9.jpg,train
mz_171.051-14d6.jpg,train
mz_824.241-14d9.jpg,train
mz_172.084-14d6.jpg,train
mz_187.156-14d9.jpg,train
mz_233.04-14d12.jpg,train
mz_96.969-14d15.jpg,train
mz_113.195-14d12.jpg,train
mz_157.073-14d6.jpg,train
mz_278.012-14d18.jpg,train
mz_173.786-14d15.jpg,train
mz_188.007-14d12.jpg,train
mz_126.869-14d15.jpg,train
mz_113.134-14d6.jpg,train
mz_105.416-14d15.jpg,train
mz_243.067-14d9.jpg,train
mz_295.029-14d18.jpg,train
mz_166.979-14d18.jpg,train
mz_126.93-14d18.jpg,train
mz_113.377-14d12.jpg,train
mz_145.04-14d18.jpg,train
mz_279.167-14d6.jpg,train
mz_187.217-14d12.jpg,train
mz_197.062-14d9.jpg,train
mz_136.958-14d12.jpg,train
mz_189.952-14d15.jpg,train
mz_161.024-14d12.jpg,train
mz_190.012-14d12.jpg,train
mz_231.946-14d12.jpg,train
mz_115.079-14d6.jpg,train
mz_258.018-14d15.jpg,train
mz_115.018-14d12.jpg,train
mz_248.962-14d15.jpg,train
mz_232.128-14d18.jpg,train
mz_103.289-14d15.jpg,train
mz_124.985-14d12.jpg,train
mz_153.002-14d9.jpg,train
mz_211.04-14d18.jpg,train
mz_221.007-14d6.jpg,train
mz_232.007-14d18.jpg,train
mz_122.007-14d18.jpg,train
mz_157.013-14d9.jpg,train
mz_256.194-14d12.jpg,train
mz_98.974-14d9.jpg,train
mz_208.974-14d18.jpg,train
mz_248.902-14d18.jpg,train
mz_739.037-14d15.jpg,train
mz_205.023-14d9.jpg,train
mz_189.952-14d6.jpg,train
mz_311.194-14d9.jpg,train
mz_98.974-14d18.jpg,train
mz_295.029-14d9.jpg,train
mz_172.084-14d9.jpg,train
mz_181.018-14d6.jpg,train
mz_84.996-14d18.jpg,train
mz_255.951-14d6.jpg,train
mz_133.007-14d9.jpg,train
mz_115.079-14d9.jpg,train
mz_236.99-14d12.jpg,train
mz_113.499-14d6.jpg,train
mz_173.057-14d18.jpg,train
mz_283.178-14d9.jpg,train
mz_172.024-14d6.jpg,train
mz_199.007-14d9.jpg,train
mz_310.951-14d15.jpg,train
mz_173.057-14d6.jpg,train
mz_187.095-14d6.jpg,train
mz_143.035-14d12.jpg,train
mz_178.952-14d6.jpg,train
mz_311.984-14d18.jpg,train
