filename,split
mz_249.015-17d22.jpg,train
mz_223.109-17d20.jpg,train
mz_152.991-17d20.jpg,train
mz_125.078-17d23.jpg,train
mz_147.031-17d22.jpg,train
mz_173.059-17d20.jpg,train
mz_299.977-17d22.jpg,train
mz_215.142-17d23.jpg,train
mz_131.037-17d23.jpg,train
mz_113.219-17d23.jpg,train
mz_81.049-17d22.jpg,train
mz_230.102-17d20.jpg,train
mz_95.036-17d22.jpg,train
mz_240.988-17d20.jpg,train
mz_108.05-17d20.jpg,train
mz_119.118-17d22.jpg,train
mz_229.068-17d22.jpg,train
mz_261.117-17d22.jpg,train
mz_168.133-17d22.jpg,train
mz_281.246-17d23.jpg,train
mz_189.053-17d23.jpg,train
mz_241.109-17d20.jpg,train
mz_157.065-17d23.jpg,train
mz_142.045-17d22.jpg,train
mz_165.093-17d23.jpg,train
mz_155.971-17d22.jpg,train
mz_89.016-17d20.jpg,train
mz_279.361-17d22.jpg,train
mz_126.902-17d22.jpg,train
mz_165.032-17d23.jpg,train
mz_141.193-17d20.jpg,train
mz_233.143-17d20.jpg,train
mz_262.151-17d22.jpg,train
mz_145.085-17d20.jpg,train
mz_195.986-17d23.jpg,train
mz_159.012-17d20.jpg,train
mz_221.102-17d22.jpg,train
mz_175.066-17d22.jpg,train
mz_126.963-17d22.jpg,train
mz_131.098-17d23.jpg,train
mz_151.106-17d22.jpg,train
mz_108.962-17d23.jpg,train
mz_95.948-17d23.jpg,train
mz_215.081-17d20.jpg,train
mz_255.461-17d23.jpg,train
mz_193.067-17d20.jpg,train
mz_248.103-17d22.jpg,train
mz_96.252-17d20.jpg,train
mz_191.06-17d22.jpg,train
mz_275.955-17d22.jpg,train
mz_175.127-17d23.jpg,train
mz_181.087-17d20.jpg,train
mz_213.075-17d22.jpg,train
mz_192.945-17d23.jpg,train
mz_87.009-17d23.jpg,train
mz_133.044-17d23.jpg,train
mz_240.988-17d22.jpg,train
mz_245.062-17d23.jpg,train
mz_131.098-17d22.jpg,train
mz_151.045-17d23.jpg,train
mz_113.158-17d23.jpg,train
mz_189.114-17d22.jpg,train
mz_121.125-17d20.jpg,train
mz_129.091-17d22.jpg,train
mz_152.991-17d23.jpg,train
mz_149.099-17d20.jpg,train
mz_82.022-17d23.jpg,train
mz_157.065-17d22.jpg,train
mz_232.17-17d22.jpg,train
mz_217.149-17d20.jpg,train
mz_113.158-17d22.jpg,train
mz_140.099-17d20.jpg,train
mz_117.111-17d22.jpg,train
mz_148.065-17d22.jpg,train
mz_233.143-17d23.jpg,train
mz_131.95-17d23.jpg,train
mz_153.173-17d23.jpg,train
mz_249.076-17d20.jpg,train
mz_151.106-17d20.jpg,train
mz_199.148-17d22.jpg,train
mz_171.174-17d23.jpg,train
mz_127.085-17d22.jpg,train
mz_173.059-17d23.jpg,train
mz_139.004-17d23.jpg,train
mz_171.296-17d22.jpg,train
mz_161.079-17d22.jpg,train
mz_262.151-17d23.jpg,train
mz_115.165-17d20.jpg,train
mz_138.031-17d23.jpg,train
mz_256.313-17d20.jpg,train
mz_217.088-17d22.jpg,train
mz_142.045-17d20.jpg,train
mz_169.046-17d22.jpg,train
mz_123.01-17d22.jpg,train
mz_147.153-17d22.jpg,train
mz_165.032-17d20.jpg,train
mz_283.253-17d20.jpg,train
mz_206.993-17d22.jpg,train
mz_126.902-17d20.jpg,train
mz_280.212-17d23.jpg,train
mz_114.07-17d20.jpg,train
mz_98.989-17d22.jpg,train
mz_171.235-17d20.jpg,train
mz_288.969-17d20.jpg,train
mz_172.086-17d22.jpg,train
mz_185.1-17d23.jpg,train
mz_89.076-17d23.jpg,train
mz_283.253-17d22.jpg,train
mz_197.142-17d22.jpg,train
mz_168.073-17d20.jpg,train
mz_139.065-17d22.jpg,train
mz_277.172-17d23.jpg,train
mz_232.109-17d22.jpg,train
mz_144.964-17d23.jpg,train
mz_310.984-17d22.jpg,train
mz_231.014-17d20.jpg,train
mz_145.998-17d22.jpg,train
mz_247.191-17d20.jpg,train
mz_276.989-17d20.jpg,train
mz_187.047-17d22.jpg,train
mz_279.361-17d20.jpg,train
mz_165.093-17d20.jpg,train
mz_172.086-17d20.jpg,train
mz_248.164-17d23.jpg,train
mz_179.08-17d23.jpg,train
mz_142.045-17d23.jpg,train
mz_132.01-17d20.jpg,train
mz_95.097-17d22.jpg,train
mz_160.045-17d23.jpg,train
mz_157.065-17d20.jpg,train
mz_138.031-17d22.jpg,train
mz_120.942-17d20.jpg,train
mz_129.091-17d23.jpg,train
mz_144.964-17d22.jpg,train
mz_93.029-17d23.jpg,train
mz_223.048-17d23.jpg,train
mz_123.071-17d22.jpg,train
mz_173.12-17d20.jpg,train
mz_112.976-17d20.jpg,train
mz_216.967-17d22.jpg,train
mz_231.197-17d23.jpg,train
mz_231.258-17d23.jpg,train
mz_233.204-17d20.jpg,train
mz_126.963-17d20.jpg,train
mz_110.969-17d23.jpg,train
mz_136.024-17d20.jpg,train
mz_164.059-17d23.jpg,train
mz_84.029-17d23.jpg,train
mz_99.05-17d22.jpg,train
mz_281.185-17d23.jpg,train
